系列,编号,派系,卡牌名称,备用卡牌名称,图片链接,类型,独有,卡牌费用,初始威胁,意志力,攻击力,防御力,生命值,任务点,属性,警戒,远攻,限制,隐匿,厄运,遭遇,守护,协同,种族,规则文字,功能,人数,精神,战术,领导,学识,中立,1352
鹿角王冠,146,中立,树须,树胡,c266126d-cf2d-4a61-aac7-28bac2d1ea0d.png,盟友,*,4,,2,4,3,5,,树人.,,,,,,,,,树人,"不受限制附属。
树胡以横置形式进场并在每个资源阶段收集一枚资源标记。这些资源可以被用于从你手中打出树人卡牌。
行动：从树胡的资源池中支付两枚资源标记以重置一名树人角色。",,,,,,,,
失落的王国,1,战术,阿拉贡,亚拉冈,09ebd71c-8286-4838-b661-36a8633c9f0c.jpg,英雄,*,,12,2,3,2,5,,登丹人.游侠.战士.,,,,,,,,,登丹人,"每个与你交锋的敌军获得-1【防御力】。
响应：当亚拉冈参与战斗并消灭敌军后，选择一个未与你交锋的敌军并交锋该敌军。",攻击,多人,,,,,,
失落的王国,2,领导,哈尔巴拉德,贺尔巴拉,52b151e9-f13b-4f85-961c-62838d25b97a.jpg,英雄,*,,10,2,2,2,4,,登丹人.游侠.,,,,,,,,,登丹人,"当你与一个敌军交锋时，贺尔巴拉执行任务无需横置。
在交锋阶段你可以额外主动交锋一个敌军。",,,,,,,,
失落的王国,3,领导,风云丘陵看守者,风云丘守望者,b313de3d-897e-4e74-afc5-d31fceaa6162.jpg,盟友,,2,,1,1,0,2,,登丹人.,,,,,,,,,登丹人,响应：在风云丘守望者进场后，从你的牌组顶端五张卡牌中搜寻一张记号卡牌并加入手牌。将余下的卡牌洗回你的牌组。,,,,,,,,
失落的王国,4,战术,杜内丹猎人,登丹人猎手,d15c0cc8-19c0-49d8-915f-c423e993c03b.jpg,盟友,,0,,1,3,1,3,,登丹人.游侠.,,,,,,,,,登丹人,强制：在登丹人猎手进场后，从遭遇牌顶端5张卡牌中搜寻一个非独有敌军并放置进场与你交锋。如果没有敌军因本效果进场，弃除登丹人猎手。将遭遇牌组洗牌。,,,,,,,,
失落的王国,5,学识,萨恩渡口哨兵,萨恩渡口哨兵,2c6e85b4-18e3-4c21-95eb-5d74b9eebb5b.jpg,盟友,,3,,2,1,0,2,,登丹人. 斥候.,,,,,,,,,登丹人,响应：在萨恩渡口哨兵进场后，你每与一个敌军交锋就补一张卡牌。,,,,,,,,
失落的王国,6,精神,安努米那斯守护者,阿努米那斯守卫,a933917f-4c7e-416e-8b08-ee2e60f6ab5f.jpg,盟友,,4,,0,2,2,3,,登丹人.游侠.,,,,,,,,,登丹人,每有一个与你交锋的敌军，阿努米那斯守卫获得+1【防御力】。,,,,,,,,
失落的王国,7,领导,召唤游民,召唤游侠,687c526e-85b5-47e3-b596-37148772c013.jpg,事件,,1,,,,,,,记号.,,,,,,,,,,"如果你控制一名登丹人英雄，才能打出。
计划行动：将你的一张放置在一旁的北方的游侠盟友牌洗入遭遇牌组。然后，将召唤游侠移出游戏。",,多人,,,,,,
失落的王国,8,战术,不倦的猎手,不倦的猎手,cda0276f-d412-47f6-aecf-02ae8dc64c9a.jpg,事件,,1,,,,,,,,,,,,,,,,,"只能在结算敌军攻击步骤前打出。
战斗行动：选择一个未与你交锋的敌军。与该敌军交锋。然后，如可能，从该敌军上弃除一张暗影牌。",,,,,,,,
失落的王国,9,学识,职业追踪者,职业追踪者,86583668-7581-4bca-ba10-a4752878740e.jpg,事件,,0,,,,,,,,,,,,,,,,,响应：在你与一个敌军交锋后，横置一名斥候或游侠角色以放置X枚进度标记到一个地区上，X等于所交锋敌军的印刷【威胁值】。,,,,,,,,
失落的王国,10,领导,维蓝迪尔的后裔,瓦兰迪尔的子嗣,8b9da56f-6713-457f-8f73-6fdc8168348f.jpg,附属,*,2,,,,,,,头衔.,,,,,,,,,,"附属到一名登丹人英雄上。
计划行动：横置瓦兰迪尔的子嗣以降低你本回合打出的下一张登丹人盟友费用X点，X等于与你交锋的敌军数量。",,多人,,,,,,
失落的王国,11,学识,阿塞拉斯,阿夕拉斯,7b1fb1e7-481d-4a14-85b1-d5d2c60087b6.jpg,附属,,1,,,,,,,物品.,,,,,,,,,,"附属到一名登丹人或医者角色上。
行动：弃除阿夕拉斯并横置所附属的角色以治疗一名角色上的所有伤害。你可以从该角色上弃除一张状态附属牌。",任务,,,,,,,
失落的王国,12,战术,秘密监视,秘密监视,7a8a2dbe-5a97-42da-a3c9-283724783145.jpg,附属,,1,,,,,,,状态.,,,,,,,,,,"附属到一个敌军上。每个敌军限制一张。
所附属的敌军获得-1【威胁值】。
响应：当所附属的敌军被消灭后，降低每位玩家等同于该敌军印刷【威胁值】数值的威胁等级。",,多人,,,,,,
失落的王国,13,精神,星形别针,星形领针,130df5c3-a050-4690-8dac-d1ae937a2e3c.jpg,附属,,1,,,,,,,物品.,,,,,,,,,,"附属到一名登丹人或诺多精灵英雄。每名英雄限制一张。
当你与一个敌军交锋时，所附属的英雄获得+1【意志力】并且其【意志力】不会被降低。",,多人,,,,,,
失落的王国,14,中立,收集信息,收集信息,128f940d-8a71-4a80-83c2-bdbc014d95c9.jpg,任务,,0,,,,,,4,,,,,,,,,,,"每套牌组限制一张。
响应：当本场景被通过时，每位玩家可以从他的牌组搜寻一张卡牌并加入其手牌。每位玩家将其牌组洗牌。",,,,,,,,
失落的王国,15,中立,北方的游民,北方的游侠,156ed210-ab6e-4da9-b8c0-48984711edf2.jpg,盟友,,-,,2,2,2,3,,登丹人.游侠.,√,√,,,,√,,,登丹人,"遭遇.涌现.远攻.警戒.
展示后：起始玩家选择一位玩家获得北方的游侠的控制权。然后，对一个敌军造成2点伤害或放置两枚进度标记到一个地区上。",,多人,,,,,,
伊利雅德荒原,1,精神,梅里,梅里,03a7152b-e6af-4aaf-a064-7e814fc181d5.jpg,英雄,*,,6,2,1,1,2,,哈比人.,,,,,,,,,哈比人,响应：在一个敌军从遭遇牌组顶端展示后，横置梅里以降低等同于该敌军【威胁值】的威胁等级。,,多人,,,,,,
伊利雅德荒原,2,领导,英戈尔德,印哥,1e28318c-e82a-4d50-b6db-d08e6e9a6b53.jpg,盟友,*,3,,0,1,1,3,,刚铎.,,,,,,,,,刚铎,你每控制一名资源池中具有至少1枚资源标志的英雄，印哥获得+1【意志力】。,任务,,,,,,,
伊利雅德荒原,3,领导,集结号,集结号,1c6d209d-8ff3-4b81-a03f-e81e132e3b5e.jpg,事件,,2,,,,,,,,,,,,,,,,,"响应：当一名盟友离场后，将其加入其拥有者的手牌以代替将其放置到弃牌堆。
英勇行动：直到本阶段结束，将每张离场的盟友加入其拥有者的手牌以代替将其放置进弃牌堆。",,多人,,,,,,
伊利雅德荒原,4,战术,荣誉禁卫,荣誉守卫,7a8f5eb3-4c89-4516-974b-812b589cb818.jpg,盟友,,2,,0,0,1,3,,刚铎.战士.,,,,,,,,,刚铎,"响应：横置荣誉守卫以取消刚刚分配给一名角色的1点伤害。
英勇响应：横置并弃除荣誉守卫以取消刚刚分配给一名角色的最多5点伤害。",,,,,,,,
伊利雅德荒原,5,战术,鸦翼头盔,鸦翼头盔,62dd5a22-ccf4-4612-be1f-ea13d7da3ced.jpg,附属,,2,,,,,,,物品.防具.,,,,,,,,,,"附属到一名具有警戒关键词的英雄上。每名英雄限制一张。
响应：横置鸦翼头盔以取消刚刚分配到所附属角色上的1点伤害。",,,,,,,,
伊利雅德荒原,6,精神,好奇的白兰地鹿,好奇的烈酒鹿,c52c00b2-ab39-4ffa-898d-ab9c8246bd00.jpg,盟友,,2,,2,0,0,2,,哈比人.,,,,,,,,,哈比人,"强制：当激活地区探索完毕后，将好奇的烈酒鹿放回其拥有者的牌组底。
响应：在你探索到一个地区后，将好奇的烈酒鹿从你的手牌放置进场，交由任一玩家控制。",,多人,,,,,,
伊利雅德荒原,7,精神,霍比特人小马,哈比人小马,ebcb133a-1777-49cf-a7d4-137a65b2c2d5.jpg,附属,,0,,,,,,,坐骑.,,,√,,,,,,,"限制.
附属到一名哈比人英雄上。
任务行动：如果所附属的英雄未指派执行任务，横置哈比人小马与所附属的英雄以指派所附属的英雄执行任务。",任务,,,,,,,
伊利雅德荒原,8,学识,东大道游民,东大道游侠,8b95d0c6-eda4-4820-8279-6bdddae7b499.jpg,盟友,,3,,1,2,1,3,,登丹人. 斥候.,,,,,,,,,登丹人,当指派参加分支任务时，东大道游侠获得+2【意志力】。,任务,,,,,,,
伊利雅德荒原,9,学识,斥候在前,斥候在前,f8a3acfb-3b0d-414b-b5d0-2612d33c193d.jpg,任务,,0,,,,,,4,,,,,,,,,,,"每套牌组限制一张。
响应：当通过本场景时，起始玩家从遭遇牌组顶端的X张卡牌中搜寻一张非目标的没有胜利点的卡牌并加入胜利点计数区。将其余卡牌以任意顺序放回牌组顶端。X等于游戏中的玩家数量加4。",,,,,,,,
伊利雅德荒原,10,中立,卡多蓝游民,卡多兰游侠,cc73532b-e891-49b6-9544-468b5977149a.jpg,盟友,,4,,2,2,2,3,,登丹人.游侠.,,,,,,,,,登丹人,响应：在你与一个敌军交锋后，如果你控制至少一名登丹人英雄，花费1枚资源标记以将卡多兰游侠从你的手牌放置进场由你控制。在本回合结束时，如果卡多兰游侠依然在场，将其洗回其控制者的牌组。,,,,,,,,
逃离格兰山,28,学识,罗塞尔,罗塞尔,18fea279-cd38-4a5e-b271-b94d4f64eda1.jpg,英雄,*,,8,2,1,2,3,,西尔凡精灵.,,,,,,,,,西尔凡精灵,"如果激活地区与胜利点计数区中的一个地区具有相同属性，罗塞尔获得+2【意志力】。
如果攻击敌军与胜利点计数区中的一个敌军具有相同属性，罗塞尔获得+2【防御力】。",,,,,,,,
逃离格兰山,29,领导,欧斯吉利亚斯老兵,奥斯吉力亚斯老兵,0484e428-6a72-4841-b2d5-d8df7cfb51bf.jpg,盟友,,3,,1,2,1,2,,刚铎.战士.,,,,,,,,,刚铎,如果你威胁等级为40或更高，奥斯吉力亚斯老兵获得+1【意志力】，+1【攻击力】和+1【防御力】。,,,,,,,,
逃离格兰山,30,领导,列王的后嗣,国王的后代,25641d97-e196-40d5-8481-727602aa2da2.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：重置X名你控制的登丹人角色。X等于与你交锋的敌军数量。,,单人,,,,,,
逃离格兰山,31,战术,秘林谷战士,德丁哥战士,e562d744-bf7d-4325-97ba-424bf3ca3ca8.jpg,盟友,,2,,1,1,2,3,,树人.战士.,√,,,,,,,,树人,"警戒.
不受限制附属。
横置进场。
当德丁哥战士防御时，其获得：“行动：对德丁哥战士造成1点伤害以使其在本次攻击中获得+3【防御力】。”（每次攻击限制一次。）",防御,,,,,,,
逃离格兰山,32,战术,怒吼狂呼,咆哮大吼,f4b2af17-b589-49c1-a884-ecd4570d8545.jpg,事件,,1,,,,,,,树人.,,,,,,,,,树人,响应：在一名树人角色受到任意数量伤害后，重置该角色。该角色获得+3【攻击力】直到本阶段结束。,攻击,,,,,,,
逃离格兰山,33,精神,精灵宝石匠,精灵宝石匠,9c42d496-267e-4822-8df4-6fcc7ae4c2d1.jpg,盟友,,2,,1,1,1,2,,诺多精灵.工匠.,,,,,,,,,诺多精灵,行动：从你的手牌弃除两张卡牌以将精灵珠宝匠从你的手牌放置进场由你控制。,,,,,,,,
逃离格兰山,34,精神,原路返回,原路返回,f4d94f3d-d3af-44d6-9896-764484302bb1.jpg,任务,,0,,,,,,4,,,,,,,,,,,"每套牌组限制一张。
响应：当通过本场景时，降低每位玩家5点威胁等级。",,多人,,,,,,
逃离格兰山,35,学识,来去无踪,来去无踪,57658f13-fb9c-4a87-bb05-965a022cc69d.jpg,事件,,1,,,,,,,,,,,,,,,,,"胜利点计数区中限制三张来去无踪。
响应：在一个非独有地区探索完毕后，将来去无踪加入胜利点计数区以将该地区加入胜利点计数区。",,,,,,,,
逃离格兰山,36,学识,遥远的星辰,遥远的星辰,3ba15db9-9967-48b8-9b38-4fdfb4866676.jpg,事件,,0,,,,,,,,,,,,,,,,,行动：横置一名游侠或斥候角色以弃除一个非独有激活地区。然后，从遭遇牌组和遭遇弃牌堆搜寻一个非独有地区并使其成为激活地区。将遭遇牌组洗牌。,,,,,,,,
逃离格兰山,37,中立,目光如炬,目光如炬,ede00b4b-15e0-4469-aaf6-ea60c9376898.jpg,事件,,5,,,,,,,,,,,,,,,,,"你的胜利点计数区每有一张没有胜利点的卡牌，目光如炬的打出费用降低1点。
行动：将目光如炬加入胜利点计数区。然后，选择其一：增加2枚资源标记到一名英雄的资源池中，补三张卡牌，或降低你4点威胁等级。",,多人,,,,,,
横穿伊顿荒原,54,战术,多瑞,朵力,a25c47a4-3a9c-4883-a7a7-c40df596650c.jpg,英雄,*,,10,1,2,2,5,,矮人.,√,,,,,,,,矮人,"警戒.
响应：在另一个英雄被宣告为防御者后，横置朵力以在本次攻击中将他的【防御力】加到防御英雄的【防御力】上。",防御,,,,,,,
横穿伊顿荒原,55,领导,游民的补给,游侠的储备,265b6ab0-446c-4090-a7e1-341ce987c903.jpg,附属,,1,,,,,,,物品.,,,,,,,,,,"附属到一个地区上。每个地区限制一张。
响应：在所附属的地区探索完毕后，起始玩家增加1枚资源标记到他每名英雄的资源池中。",,多人,,,,,,
横穿伊顿荒原,56,领导,杜内丹人的口信,登丹人的信息,d54a293d-7e36-4dab-98e9-71fa23df2355.jpg,事件,,1,,,,,,,信号.,,,,,,,,,,行动：从你的牌组中搜寻一张支线任务牌并加入手牌。将你的牌组洗牌。,,,,,,,,
横穿伊顿荒原,57,战术,长须哨兵,长须警卫,54b219c4-a359-435f-9988-336cad0384b2.jpg,盟友,,3,,0,1,2,3,,矮人.战士.,,,,,,,,,矮人,行动：从你的牌组顶端弃除两张卡牌以使长须警卫获得警戒和+1【防御力】直到本阶段结束。（每阶段限制1次。）,,多人,,,,,,
横穿伊顿荒原,58,战术,拖延敌人,拖延敌军,b11ff1d9-c9e9-4cc1-b329-8226b73dd429.jpg,任务,,0,,,,,,8,,,,,,,,,,,"每套牌组限制一张。
奋战（在任务中，角色使用他们的【攻击力】代替【意志力】。）
响应：在通过本场景后，每位玩家可以选择并弃除一个与他交锋的非独有敌军。",,,,,,,,
横穿伊顿荒原,59,精神,伊姆拉缀斯骏马,伊姆拉崔骏马,8741c7a7-be7d-462a-b39a-0c9bfe4042a3.jpg,附属,,1,,,,,,,坐骑.,,,√,,,,,,,"限制.
附属到一名【精神】或诺多精灵英雄上。
响应：在指派所附属的英雄执行任务后，从你的手牌弃除一张卡牌以放置2枚进度标记到激活地区上。",,,,,,,,
横穿伊顿荒原,60,精神,美丽又危险,美丽并且危险,475d185f-403f-4b3e-9e8b-6b9f539c2423.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：选择一名诺多精灵或西尔凡精灵角色。直到本阶段结束，将该角色的【意志力】加到其【攻击力】上。,,,,,,,,
横穿伊顿荒原,61,学识,涌泉厅维护者,威灵厅保护者,68a9d6cc-13a2-417a-ad87-f213ddc2bf48.jpg,盟友,,3,,3,2,2,3,,树人.,,,,,,,,,树人,"不受限制附属。
横置进场。
响应：在威灵厅保护者重置后，从一名树人角色上治疗1点伤害。",,,,,,,,
横穿伊顿荒原,62,学识,有来无回,有来无回,6cf22f3e-29bd-4bbb-8459-92b7b4bc6b02.jpg,事件,,1,,,,,,,,,,,,,,,,,"胜利点计数区中限制三张有来无回。
响应：在一个非独有敌军被消灭后，将有来无回加入胜利点计数区以将该敌军加入胜利点计数区。",,,,,,,,
横穿伊顿荒原,63,中立,重燃希望,重燃希望,809470ac-05c2-4578-9556-8c64b84d4619.jpg,事件,,0,,,,,,,歌谣.,,,,,,,,,,"行动：你本阶段打出的下一张具有英勇效果的事件牌费用减2。
英勇行动：从你的牌组顶端十张卡牌中搜寻一张具有英勇效果的事件牌并加入你的牌组。将你的牌组洗牌。",,,,,,,,
鲁道尔的阴谋,84,学识,埃瑞斯托,伊瑞斯特,b188f729-0314-4664-95a0-7f93f4d44133.jpg,英雄,*,,10,2,2,2,4,,诺多精灵.,,,,,,,,,诺多精灵,"在资源开始时额外补三张卡牌。
在回合结束时，弃除你所有手牌。",,,,,,,,
鲁道尔的阴谋,85,领导,增援,增援,b9339072-5665-45c7-a2ca-a8c844c5762d.jpg,事件,,3,,,,,,,,,,,,,,,,,"你必须使用来自三名不同英雄的资源池中的资源，以支付本卡牌。
行动：所有玩家作为一组，可以从他们的手牌中放置最多两名盟友进场。每名因此进场的盟友可以交由任一玩家控制。在本阶段结束时，将这些盟友中依然在场的返回其拥有者的手牌。",,,,,,,,
鲁道尔的阴谋,86,领导,请求援助,请求援助,ad0cbc82-6807-4a5a-ada8-97952cb02c5f.jpg,任务,,1,,,,,,6,,,,,,,,,,,"每套牌组限制一张。
响应：当通过本场景时，每位玩家可以从他的牌组顶端十张卡牌中搜寻一名盟友放置进场并由他控制。每位如此做的玩家将他的牌组洗牌。",,,,,,,,
鲁道尔的阴谋,87,战术,精灵长矛,精灵长枪,6ba569dd-92d4-4de4-bfa4-385e2d50eddb.jpg,附属,,0,,,,,,,"物品.
武器.",,,√,,,,,,,"限制.
附属到一名诺多精灵或西尔凡精灵英雄上。
行动：从你的手牌弃除一张卡牌以使所附属的英雄获得+1【攻击力】直到本阶段结束。每个阶段限制3次。",,,,,,,,
鲁道尔的阴谋,88,战术,震耳的号角声,震耳的号角声,7d906063-149f-4b7d-b271-e1532afea7c0.jpg,事件,,2,,,,,,,,,,,,,,,,,"行动：所有敌军获得-1【攻击力】直到本阶段结束。
英勇行动：选择一位玩家。每个与该玩家交锋的敌军获得-3【攻击力】直到本阶段结束。",,,,,,,,
鲁道尔的阴谋,89,精神,加拉兹编织者,凯兰崔姆织女,5ababdc3-8d6c-47ad-aa1a-d21f5c96bbda.jpg,盟友,,1,,1,0,0,1,,西尔凡精灵.工匠.,,,,,,,,,西尔凡精灵,"不能攻击或防御。
响应：在凯兰崔姆织女进场后，将你弃牌堆顶端的卡牌洗回你的牌组。",,,,,,,,
鲁道尔的阴谋,90,精神,银色的竖琴,银竖琴,41b56fc4-6ecd-4c9a-80d4-3074c267e823.jpg,附属,,2,,,,,,,物品.乐器.,,,√,,,,,,,"限制.
附属到一名【精神】英雄上。
响应：当一张卡牌从你的手牌被弃除后，横置银竖琴以将该卡牌返回你的手牌。",,,,,,,,
鲁道尔的阴谋,91,学识,灰港的加尔多,海港的加尔多,608ac037-89dd-4aac-8b6d-057bd0fa7507.jpg,盟友,*,4,,2,2,1,4,,诺多精灵.,,,,,,,,,诺多精灵,响应：当一张或更多卡牌从你的手牌中弃除后，补一张卡牌。每回合限制1次。,,,,,,,,
鲁道尔的阴谋,92,学识,休想得逞！,门户依然关闭！,f9f464e9-188c-42aa-bbea-b325a6d0f16d.jpg,事件,,1,,,,,,,,,,,,,,,,,响应：在一张遭遇牌从遭遇牌组展示后，如果其具有和胜利点计数区一张卡牌相同名称，取消其效果并弃除它。,,,,,,,,
鲁道尔的阴谋,93,中立,精灵之友,精灵之友,38ed7520-8749-47ab-b3b4-34ec96441475.jpg,附属,,1,,,,,,,头衔.,,,,,,,,,,"附属到一名角色上。
所附属的角色获得诺多精灵和西尔凡精灵属性。",,,,,,,,
卡恩督之战,115,领导,阿玛希乌,阿玛希尔,94726dff-4b95-4c7c-9542-320b45652d7a.jpg,英雄,*,,10,1,3,3,3,,登丹人.游侠.战士.,,,,,,,,,登丹人,"当你与至少一个敌军交锋时，阿玛希尔获得【战术】资源符号。
当你与至少两个敌军交锋时，在资源阶段收集资源时额外增加1枚资源标记到阿玛希尔的资源池中。",,,,,,,,
卡恩督之战,116,领导,阿尔诺守卫,亚尔诺守护者,0f2501c7-16ad-4fee-bea6-17b767fb0d14.jpg,盟友,,3,,1,1,1,3,,登丹人.游侠.,√,,,,,,,,登丹人,"警戒.
每有一个与你交锋的敌军，亚尔诺守护者获得+1【防御力】。",,,,,,,,
卡恩督之战,117,领导,存亡之秋,存亡之秋,c48b1c7f-f3df-4e5c-ad63-a68efc66c02c.jpg,事件,,5,,,,,,,,,,,,,,,,,"计划行动：直到本回合结束，玩家任务失败不会上升威胁等级。
英勇计划行动：上升每位玩家2点威胁等级以跳过本回合的任务阶段。",,,,,,,,
